序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
1,688432,有研硅,30.9,7.7,325.0,20.0,-0.07,1768,21.7,-0.12,1741,33.59,半导体
2,688596,正帆科技,56.22,-2.14,2269.0,20.0,2.83,632,21.95,-1.63,2953,18.56,专用设备
3,688409,富创精密,269.04,9.41,223.0,17.48,2.26,798,32.34,0.91,1179,53.14,半导体
4,688584,上海合晶,34.18,-2.49,2372.0,17.01,-3.01,3251,14.43,-0.78,2356,19.18,半导体
5,688392,骄成超声,207.11,6.53,421.0,15.71,3.78,443,22.33,2.78,479,27.14,电池
6,688156,路德科技,29.91,1.89,1160.0,15.17,-3.53,3516,1.84,-3.43,4067,11.69,环境治理
7,688328,深科达,88.92,7.13,378.0,12.73,1.04,1218,14.0,1.81,756,32.16,专用设备
8,688028,沃尔德,144.1,0.54,1489.0,12.44,0.94,1262,22.86,-0.73,2309,39.9,通用设备
9,688272,富吉瑞,37.07,-2.53,2384.0,11.93,-5.01,4171,7.51,-6.61,5139,8.71,军工电子Ⅱ
10,688818,电科蓝天,70.91,5.31,570.0,11.49,-3.3,3402,1.59,-3.73,4198,6.38,航天装备Ⅱ
11,688110,东芯股份,200.0,0.14,1710.0,11.45,1.28,1159,29.52,2.68,545,57.51,半导体
12,688168,安博通,63.63,7.97,302.0,11.09,2.4,745,-3.42,0.65,1294,15.78,软件开发
13,688663,新风光,91.21,7.47,344.0,10.87,2.68,674,0.4,5.1,121,6.84,电网设备
14,688535,华海诚科,164.43,3.57,841.0,10.73,2.67,676,7.54,1.59,933,25.33,半导体
15,688359,三孚新科,189.59,5.42,544.0,9.98,2.44,726,8.07,0.12,1592,30.43,电子化学品Ⅱ
16,688102,斯瑞新材,44.26,-4.42,2920.0,9.77,-4.99,4158,-3.26,-1.91,3176,8.61,金属新材料
17,688003,天准科技,128.77,-2.09,2245.0,9.75,-0.59,2010,3.5,2.14,703,34.74,自动化设备
18,688448,磁谷科技,59.18,-13.38,4725.0,9.61,-1.9,2463,-0.99,-1.67,2739,14.4,通用设备
19,688349,三一重能,14.51,4.33,726.0,9.02,1.51,1026,2.76,1.51,886,6.85,风电设备
20,688665,四方光电,63.94,6.09,472.0,8.87,-1.25,2364,4.0,1.36,946,15.27,通用设备
21,688720,艾森股份,95.81,3.92,786.0,8.63,0.0,1692,11.6,-0.87,2218,30.34,半导体
22,688387,信科移动-U,19.68,7.37,355.0,8.55,4.19,373,11.06,1.26,988,24.95,通信设备
23,688519,南亚新材,411.7,0.23,1568.0,8.35,-1.36,2421,3.7,-1.9,3168,34.76,元件
24,688361,中科飞测,358.47,2.27,1082.0,7.97,1.26,1143,42.13,0.99,1229,68.49,半导体
25,688772,珠海冠宇,21.04,3.42,859.0,7.9,1.76,953,4.06,1.76,851,29.4,电池
26,688516,奥特维,57.9,7.09,381.0,7.6,-3.75,3629,-6.19,3.92,283,11.11,光伏设备
27,688605,先锋精科,99.03,7.02,386.0,7.09,4.27,359,13.92,0.69,1269,19.64,半导体
28,688550,瑞联新材,51.1,-2.45,2362.0,6.86,1.26,1145,7.53,0.0,1810,10.49,电子化学品Ⅱ
29,688603,天承科技,198.99,3.14,915.0,6.79,1.14,1191,2.23,-0.62,2241,22.49,电子化学品Ⅱ
30,688375,XD国博电,101.7,-3.45,2640.0,6.74,-6.57,4698,0.2,-1.57,2917,8.72,军工电子Ⅱ
31,688656,浩欧博,99.18,6.03,481.0,6.51,1.76,960,-5.95,5.49,105,2.41,医疗器械
32,688507,索辰科技,294.74,8.48,273.0,6.4,1.39,1088,15.81,-0.17,1769,42.83,软件开发
33,688079,美迪凯,30.43,1.56,1231.0,6.29,4.91,283,2.94,2.59,563,25.48,光学光电子
34,689009,九号公司-WD,37.77,2.73,992.0,6.18,0.72,1355,11.28,-0.11,1899,8.94,摩托车及其他
35,688115,思林杰,70.41,8.37,282.0,6.1,4.44,336,19.42,3.42,374,27.69,通用设备
36,688093,世华科技,36.81,11.28,157.0,6.02,9.89,30,23.44,5.6,96,31.65,其他电子Ⅱ
37,688037,芯源微,353.0,2.2,1093.0,6.01,1.28,1138,20.46,1.69,888,35.61,半导体
38,688066,*ST航图,10.62,2.63,1015.0,5.88,-6.4,4646,-19.3,-2.21,3397,-7.01,IT服务Ⅱ
39,688426,康为世纪,19.15,6.84,398.0,5.8,4.07,388,17.34,3.19,396,15.02,医疗器械
40,688233,神工股份,162.0,10.06,201.0,5.43,3.35,519,30.26,2.32,654,62.73,半导体
41,688669,聚石化学,93.37,-3.91,2773.0,5.23,-1.21,2339,41.96,-2.05,3277,91.76,塑料
42,688126,沪硅产业,35.0,-1.57,2091.0,5.07,-2.24,2896,8.7,-2.19,3384,7.69,半导体
43,688170,德龙激光,87.88,5.3,572.0,5.04,2.81,638,3.09,-0.36,2075,24.85,自动化设备
44,688783,西安奕材-U,54.15,-2.15,2272.0,4.94,-1.6,2558,7.46,-0.93,2467,8.82,半导体
45,688138,清溢光电,42.64,2.85,964.0,4.9,0.1,1636,8.86,-0.25,1989,16.31,半导体
46,688061,灿瑞科技,50.78,13.38,104.0,4.85,2.07,859,6.66,-1.33,2747,23.43,半导体
47,688459,哈铁科技,8.28,13.63,96.0,4.81,3.87,422,3.89,4.79,167,6.02,轨交设备Ⅱ
48,688120,华海清科,264.55,-0.5,1814.0,4.77,0.94,1259,16.61,1.77,846,41.67,半导体
49,688502,茂莱光学,608.82,3.15,913.0,4.75,3.1,575,17.12,6.58,58,39.09,光学光电子
50,688652,京仪装备,170.95,-4.5,2937.0,4.51,-3.72,3620,10.79,0.52,1499,24.83,半导体
51,688486,龙迅股份,58.82,11.42,153.0,4.31,2.78,649,3.57,2.81,469,16.04,半导体
52,688721,龙图光罩,54.63,7.21,366.0,4.22,1.14,1191,3.04,-1.65,2725,11.35,半导体
53,688231,隆达股份,34.34,4.22,741.0,4.06,-0.25,1843,-7.64,3.48,360,12.52,金属新材料
54,688523,航天环宇,51.83,8.93,248.0,3.85,-1.72,2617,-4.34,-5.67,4936,-2.7,航天装备Ⅱ
55,688012,中微公司,414.22,4.31,727.0,3.78,0.96,1249,15.06,2.76,524,36.65,半导体
56,688219,会通股份,12.49,4.69,671.0,3.65,-0.4,1934,1.38,-0.44,1946,10.04,塑料
57,688206,概伦电子,40.54,0.32,1545.0,3.6,-1.54,2524,5.57,-5.63,4918,1.15,软件开发
58,688175,高凌信息,25.17,-0.2,1743.0,3.54,-2.59,3064,-4.51,-2.65,3662,-1.14,军工电子Ⅱ
59,688386,泛亚微透,94.74,13.5,100.0,3.52,0.87,1288,0.25,-3.62,4163,17.27,塑料
60,688582,芯动联科,63.75,-2.87,2470.0,3.49,-4.55,3977,5.37,-0.2,1958,26.82,半导体
61,688352,颀中科技,21.26,3.86,797.0,3.45,0.26,1552,11.31,2.32,602,25.06,半导体
62,688270,ST臻镭,70.65,0.29,1533.0,3.43,-10.15,5345,-17.03,-6.51,5122,-10.92,半导体
63,688776,国光电气,57.6,-1.41,2055.0,3.37,-4.17,3811,-7.34,-1.78,3077,-1.64,军工电子Ⅱ
64,688376,美埃科技,104.79,10.09,199.0,3.22,8.9,47,33.35,4.52,203,35.41,环保设备Ⅱ
65,688785,恒运昌,450.0,-1.38,2042.0,3.21,3.54,486,11.11,4.3,227,21.04,其他电源设备Ⅱ
66,688036,传音控股,57.28,1.18,1330.0,3.11,2.96,608,7.05,1.29,1061,7.73,消费电子
67,688103,国力电子,60.22,1.73,1196.0,3.03,-0.25,1844,-6.84,-1.02,2549,-0.35,其他电子Ⅱ
68,688019,安集科技,276.66,-1.99,2223.0,3.02,-0.64,2044,12.47,-0.98,2519,20.05,电子化学品Ⅱ
69,688531,日联科技,171.75,4.95,630.0,3.02,-6.45,4669,-5.57,-6.5,5118,0.15,专用设备
70,688147,微导纳米,128.6,-5.27,3147.0,2.98,-2.65,3083,13.86,0.53,1493,43.22,半导体
71,688525,佰维存储,494.33,-3.32,2600.0,2.92,-2.37,2952,28.0,-0.19,1947,52.54,半导体
72,688200,华峰测控,467.4,-1.4,2048.0,2.78,3.07,580,24.64,1.3,1057,48.38,半导体
73,688035,德邦科技,96.7,-1.02,1953.0,2.76,-3.81,3657,-6.44,-1.43,2827,9.27,电子化学品Ⅱ
74,688022,ST瀚川,8.2,5.34,563.0,2.76,-9.0,5189,4.06,-7.88,5322,1.61,专用设备
75,688033,*ST天宜,6.25,4.81,649.0,2.63,-11.48,5437,-2.04,-11.55,5225,-4.29,轨交设备Ⅱ
76,688055,龙腾光电,5.52,-3.44,2635.0,2.6,-0.34,1890,4.55,-2.02,3264,24.32,光学光电子
77,688248,南网科技,66.96,-1.41,2054.0,2.53,0.98,1241,20.19,2.55,578,40.88,电网设备
78,688602,康鹏科技,7.35,5.72,510.0,2.51,-4.15,3800,-5.89,-0.76,2337,-1.47,化学制药
79,688539,高华科技,31.3,2.14,1103.0,2.42,-3.12,3314,-5.52,1.33,1047,3.81,元件
80,688418,震有科技,45.38,3.81,804.0,2.35,3.3,533,-1.65,3.35,367,9.96,通信设备
81,688450,光格科技,54.56,7.47,346.0,2.19,3.47,499,5.31,5.2,127,34.35,通用设备
82,688127,蓝特光学,98.03,8.8,253.0,2.16,3.95,411,9.56,4.72,176,22.52,光学光电子
83,688538,和辉光电-U,2.45,0.4,1514.0,2.08,-1.64,2576,4.26,-1.1,2601,8.89,光学光电子
84,688503,聚和材料,95.5,3.05,932.0,1.96,-4.86,4112,-3.12,-0.68,2283,2.91,光伏设备
85,688289,圣湘生物,14.14,11.47,151.0,1.95,-0.53,1992,0.5,-2.03,3000,0.43,医疗器械
86,688199,XD久日新,34.24,2.19,1094.0,1.9,1.32,1121,11.35,-1.98,3228,16.58,化学制品
87,688046,药康生物,22.83,-5.17,3121.0,1.87,-1.23,2350,19.34,0.13,1728,32.12,医疗服务
88,688811,有研复材,29.26,2.8,980.0,1.81,-5.03,4174,-0.54,-4.15,4394,0.83,金属新材料
89,688339,亿华通-U,19.35,4.5,704.0,1.79,-0.15,1801,-2.81,-0.7,2098,0.47,电池
90,688727,恒坤新材,64.06,-3.22,2573.0,1.73,2.45,724,9.86,-0.57,2205,11.37,半导体
91,688295,中复神鹰,56.9,4.71,668.0,1.7,-0.64,2042,11.24,-0.78,2361,13.75,化学纤维
92,688380,中微半导,62.79,-4.4,2917.0,1.7,-0.32,1878,26.39,0.0,1809,30.73,半导体
93,688385,复旦微电,64.9,8.63,262.0,1.68,2.32,775,8.17,2.56,530,21.74,半导体
94,688400,凌云光,66.06,4.14,754.0,1.63,0.74,1347,-4.39,0.87,1197,16.92,专用设备
95,688700,东威科技,94.5,0.47,1498.0,1.61,1.11,1200,-6.85,-2.53,3592,13.12,专用设备
96,688181,八亿时空,52.32,1.08,1350.0,1.59,0.66,1391,14.86,-1.18,2646,18.72,光学光电子
97,688646,ST逸飞,73.85,12.81,119.0,1.55,4.6,317,4.06,3.41,379,15.57,自动化设备
98,688106,金宏气体,35.4,-3.4,2627.0,1.55,-1.44,2457,16.95,-3.22,3963,6.95,电子化学品Ⅱ
99,688631,莱斯信息,44.78,-5.7,3273.0,1.54,-5.42,4318,-10.37,-0.95,2493,-5.79,软件开发
100,688072,拓荆科技,835.61,0.79,1421.0,1.53,1.03,1221,13.84,1.6,929,27.52,半导体
101,688636,智明达,34.88,2.34,1068.0,1.45,-6.0,4515,-9.1,-1.41,2807,-0.17,军工电子Ⅱ
102,688667,菱电电控,133.79,12.32,127.0,1.39,10.14,25,9.26,8.86,18,23.57,汽车零部件
103,688216,气派科技,40.01,8.21,291.0,1.37,3.99,403,2.07,-1.39,2795,2.01,半导体
104,688090,瑞松科技,108.79,4.83,644.0,1.35,3.55,483,9.36,-0.76,2139,36.71,自动化设备
105,688671,碧兴物联,33.74,-9.41,4260.0,1.32,2.31,780,9.62,4.6,191,43.88,环保设备Ⅱ
106,688123,聚辰股份,190.25,-7.78,3836.0,1.3,-1.34,2407,36.96,1.88,798,57.23,半导体
107,688073,毕得医药,49.53,4.36,720.0,1.29,2.87,627,9.14,1.27,1077,9.82,医疗服务
108,688627,精智达,647.0,1.21,1319.0,1.25,-1.02,2239,14.31,1.37,1030,56.91,通用设备
109,688207,格灵深瞳,19.16,10.86,178.0,1.22,-1.75,2636,-9.32,0.75,1245,6.03,IT服务Ⅱ
110,688456,有研粉材,149.86,-3.82,2751.0,1.13,-8.82,5162,-4.35,-6.21,5063,9.58,金属新材料
111,688396,华润微,85.59,-1.4,2050.0,1.03,0.91,1265,16.39,0.2,1681,35.9,半导体
112,688237,超卓航科,54.3,11.64,144.0,1.0,-4.25,3845,-4.9,-4.94,4397,16.05,航空装备Ⅱ
113,688141,杰华特,148.26,16.85,64.0,0.94,5.17,251,3.73,5.81,77,18.93,半导体
114,688378,奥来德,58.77,2.18,1097.0,0.93,-0.23,1832,3.14,-1.02,2546,28.74,光学光电子
115,688401,路维光电,90.01,-7.74,3825.0,0.91,-5.88,4476,10.96,-4.12,4379,14.27,半导体
116,688686,奥普特,156.08,-7.66,3809.0,0.87,-3.5,3508,-1.64,-1.56,2915,25.75,自动化设备
117,688075,安旭生物,30.55,-0.65,1866.0,0.86,0.98,1243,1.29,-0.57,2210,-3.23,医疗器械
118,688150,莱特光电,64.47,6.95,391.0,0.78,3.95,412,11.48,5.96,75,37.2,电子化学品Ⅱ
119,688521,芯原股份,340.56,2.85,966.0,0.74,3.07,580,24.29,4.09,258,48.22,半导体
120,688249,晶合集成,58.62,-2.23,2296.0,0.7,-0.43,1945,17.33,0.74,1357,54.63,半导体
121,688682,霍莱沃,38.47,0.66,1451.0,0.65,-5.41,4315,-11.22,-5.44,4867,-8.43,军工电子Ⅱ
122,688163,赛伦生物,44.47,-5.01,3076.0,0.61,-0.27,1851,-6.83,4.25,234,18.49,生物制品
123,688469,芯联集成-U,10.0,0.25,1555.0,0.6,-2.85,3178,14.81,-1.84,3124,41.24,半导体
124,688319,欧林生物,38.97,0.36,1526.0,0.57,-0.85,2148,9.16,-1.51,2877,10.74,生物制品
125,688100,威胜信息,30.37,9.16,234.0,0.53,-0.31,1876,-3.28,-0.75,2332,-1.07,通信设备
126,688557,兰剑智能,30.62,-5.49,3211.0,0.46,-1.22,2349,-4.1,-0.32,2049,8.81,通用设备
127,688053,ST思科瑞,36.04,11.37,154.0,0.45,2.91,618,-1.53,0.07,1618,2.82,军工电子Ⅱ
128,688009,中国通号,4.92,-1.51,2076.0,0.41,4.7,304,-0.2,4.01,271,1.03,轨交设备Ⅱ
129,688530,欧莱新材,87.96,-5.95,3349.0,0.41,-1.24,2354,33.45,-1.19,2651,31.17,半导体
130,688685,迈信林,53.88,4.51,698.0,0.39,-1.41,2449,17.31,-1.78,2822,25.16,航空装备Ⅱ
131,688728,格科微,15.71,-3.01,2515.0,0.38,-2.0,2773,9.32,-1.96,3212,18.39,半导体
132,688680,海优新材,41.34,2.09,1111.0,0.32,2.76,655,-7.31,1.05,1188,-3.14,光伏设备
133,688522,纳睿雷达,19.59,-4.28,2882.0,0.31,-5.05,4189,-4.02,-3.4,4050,1.93,军工电子Ⅱ
134,688683,莱尔科技,36.65,-7.62,3798.0,0.3,-6.59,4704,-10.65,-2.58,3616,-2.55,电子化学品Ⅱ
135,688131,皓元医药,91.44,0.31,1537.0,0.26,1.54,1017,5.87,1.28,1070,20.68,医疗服务
136,688078,龙软科技,20.53,-5.48,3206.0,0.24,-1.3,2391,-4.73,1.75,862,-7.31,软件开发
137,688146,中船特气,390.88,-5.52,3214.0,0.23,-5.53,4349,7.38,-4.23,4433,11.81,半导体
138,688708,佳驰科技,51.28,-6.13,3395.0,0.14,0.32,1528,-1.76,-0.54,2191,10.97,航空装备Ⅱ
139,688082,盛美上海,413.21,-6.42,3484.0,0.06,-3.05,3269,9.1,-1.26,2691,45.5,半导体
140,688056,莱伯泰科,69.02,-10.53,4509.0,0.06,-7.33,4890,-1.9,-2.76,3713,18.41,通用设备
141,688595,芯海科技,40.22,7.43,350.0,0.05,0.81,1315,0.55,-0.92,2464,10.46,半导体
142,688702,盛科通信-U,332.0,2.46,1044.0,0.04,0.63,1404,-1.48,2.92,479,25.7,半导体
143,688586,江航装备,11.37,-4.48,2931.0,0.0,-8.75,5150,-9.4,-5.02,4744,-2.74,航空装备Ⅱ
144,688239,航宇科技,56.4,-2.9,2480.0,-0.04,-1.12,2298,-4.03,1.02,1205,2.99,航空装备Ⅱ
145,688266,泽璟制药-U,107.34,0.22,1571.0,-0.15,-0.93,2189,19.68,-1.57,2918,17.38,化学制药
146,688777,中控技术,119.51,-7.16,3673.0,-0.16,-3.19,3349,-4.01,-0.96,2498,20.84,自动化设备
147,688371,菲沃泰,34.69,5.26,583.0,-0.17,-4.48,3945,-8.71,-2.91,3789,-8.76,电子化学品Ⅱ
148,688345,博力威,54.78,3.17,907.0,-0.18,-1.35,2417,4.01,-0.34,2061,15.37,电池
149,688577,浙海德曼,44.26,-13.55,4750.0,-0.18,-10.72,5071,-12.13,-7.31,4922,-3.95,通用设备
150,688420,美腾科技,21.05,-4.03,2814.0,-0.19,2.79,648,-6.73,1.37,1031,-6.36,专用设备
151,688670,金迪克,13.84,5.36,558.0,-0.22,1.46,1057,-3.08,-1.92,2929,-6.99,生物制品
152,688623,双元科技,99.8,1.34,1285.0,-0.5,2.38,750,6.36,-0.04,1853,8.48,自动化设备
153,688429,时创能源,10.01,-2.51,2378.0,-0.5,-2.38,2954,-5.39,-1.88,3159,-7.06,光伏设备
154,688606,奥泰生物,41.24,-3.97,2791.0,-0.51,-4.26,3855,-7.16,-4.56,4575,-12.03,医疗器械
155,688381,帝奥微,51.63,-2.69,2419.0,-0.52,-1.97,2757,7.56,1.92,783,25.93,半导体
156,688620,安凯微,14.17,-11.26,4338.0,-0.56,-2.53,2759,5.51,-1.64,2716,19.28,半导体
157,688187,时代电气,60.09,-2.69,2420.0,-0.6,-2.45,2977,2.37,-2.94,3808,9.69,轨交设备Ⅱ
158,688419,耐科装备,71.98,-6.44,3486.0,-0.66,-0.74,2096,3.94,-1.92,3189,30.68,半导体
159,688314,康拓医疗,35.98,-9.68,4318.0,-0.66,-11.31,5431,-9.26,-5.26,4824,-7.46,医疗器械
160,688757,胜科纳米,72.5,-6.72,3599.0,-0.68,-0.49,1978,13.46,1.06,1188,74.83,专业服务
161,688710,益诺思,64.84,-3.21,2572.0,-0.7,-1.22,2349,13.52,-0.91,2457,24.45,医疗服务
162,688543,国科军工,38.5,-5.79,3299.0,-0.72,-3.06,3280,-5.43,-2.29,3453,-3.97,地面兵装Ⅱ
163,688303,大全能源,17.66,-0.69,1886.0,-0.73,-5.1,4208,-8.02,-4.01,4343,-19.4,光伏设备
164,688556,高测股份,12.28,-4.56,2952.0,-0.73,2.28,792,0.66,2.79,511,14.77,光伏设备
165,688234,天岳先进,171.0,-6.3,3444.0,-0.74,1.86,921,14.61,2.64,549,35.79,半导体
166,688281,华秦科技,47.46,-1.95,2208.0,-0.84,-5.05,4190,-11.04,-2.12,3336,-2.59,航空装备Ⅱ
167,688220,翱捷科技-U,100.81,1.4,1274.0,-0.86,-3.85,3676,-0.3,0.15,1714,9.72,半导体
168,688552,航天南湖,27.72,-2.73,2436.0,-0.86,1.8,939,-3.55,0.3,1624,0.65,军工电子Ⅱ
169,688286,敏芯股份,102.58,-9.42,4262.0,-0.87,-0.44,1951,28.39,0.43,1542,63.34,半导体
170,688562,航天软件,14.76,-1.36,2036.0,-0.87,-12.62,5503,-9.61,-9.26,5451,-8.49,IT服务Ⅱ
171,688083,中望软件,57.83,0.42,1510.0,-0.87,-7.1,4833,-11.62,-2.16,3376,-6.47,软件开发
172,688370,XD丛麟科,20.87,11.76,142.0,-0.9,4.67,308,-7.9,11.53,6,2.91,环境治理
173,688300,联瑞新材,267.55,-1.38,2037.0,-0.9,-1.09,2280,-1.08,-0.93,2463,50.6,非金属材料Ⅱ
174,688578,艾力斯,94.2,0.84,1405.0,-0.95,1.79,943,10.82,0.68,1388,17.46,化学制药
175,688425,铁建重工,4.03,-13.37,4724.0,-0.98,-10.0,5008,-5.4,-6.18,4734,-3.36,工程机械
176,688570,天玛智控,13.95,-18.56,5132.0,-0.99,-7.62,4626,-6.94,-8.22,5028,-10.35,自动化设备
177,688291,金橙子,58.41,-1.2,1993.0,-1.0,1.05,1216,6.82,1.65,905,25.45,软件开发
178,688060,云涌科技,33.15,1.03,1366.0,-1.04,1.9,912,-6.51,1.27,1078,-8.65,计算机设备
179,688076,ST诺泰,26.43,-1.86,2182.0,-1.05,-4.59,3988,-3.65,-4.28,4458,-1.75,化学制药
180,688325,赛微微电,129.97,0.17,1586.0,-1.07,-5.95,4501,-8.74,-2.01,3258,-3.75,半导体
181,688290,景业智能,62.11,1.54,1240.0,-1.07,2.38,748,-11.65,3.11,436,0.78,自动化设备
182,688518,联赢激光,28.77,4.42,717.0,-1.07,1.67,985,-2.31,-0.37,2079,11.43,自动化设备
183,688479,友车科技,36.68,13.05,114.0,-1.08,0.75,1345,-2.21,1.4,1021,19.71,软件开发
184,688202,美迪西,70.7,-10.09,4409.0,-1.11,-3.16,3329,24.06,-0.97,2514,37.68,医疗服务
185,688657,浩辰软件,35.95,-7.95,3879.0,-1.13,-0.35,1903,-8.9,0.01,1803,-0.08,软件开发
186,688786,悦安新材,46.15,6.82,400.0,-1.14,-0.46,1962,-6.48,-0.69,2093,11.2,金属新材料
187,688347,华虹宏力,326.5,-8.09,3914.0,-1.17,-1.22,2342,17.53,3.08,445,47.5,半导体
188,688372,伟测科技,169.63,-3.34,2602.0,-1.18,-1.82,2677,3.02,-1.96,3216,12.05,半导体
189,688377,迪威尔,23.35,-3.8,2742.0,-1.18,-11.97,5472,-10.54,-8.64,5393,-6.94,专用设备
190,688568,中科星图,40.61,-6.49,3495.0,-1.19,-9.42,5249,-10.25,-6.32,5087,-8.49,IT服务Ⅱ
191,688210,统联精密,39.84,8.38,281.0,-1.21,2.64,686,-11.98,1.04,1096,-5.48,消费电子
192,688466,金科环境,13.03,-9.56,4293.0,-1.21,-5.04,4185,-8.56,-3.47,4087,-11.3,环境治理
193,688045,必易微,79.02,1.63,1213.0,-1.23,-0.33,1887,-0.04,3.64,327,13.05,半导体
194,688357,建龙微纳,27.53,-8.15,3933.0,-1.26,-0.58,2011,-3.13,0.61,1429,-0.36,化学制品
195,688332,中科蓝讯,155.0,-11.37,4360.0,-1.27,-0.92,1970,21.09,-0.93,2259,59.14,半导体
196,688569,铁科轨道,16.23,-12.71,4621.0,-1.28,-11.99,5148,-8.36,-1.75,2806,-6.99,轨交设备Ⅱ
197,688308,欧科亿,190.01,-7.24,3701.0,-1.29,-5.26,4265,0.77,-3.0,3840,33.81,通用设备
198,688362,甬矽电子,76.09,-2.08,2250.0,-1.32,0.0,1692,4.95,-0.32,2045,18.91,半导体
199,688032,禾迈股份,81.7,-5.68,3265.0,-1.33,-3.9,3694,-6.82,-1.02,2553,-5.72,光伏设备
200,688244,永信至诚,13.98,-4.58,2964.0,-1.34,-1.88,2708,-10.78,-5.03,4747,-7.78,软件开发
201,688311,盟升电子,25.37,-8.89,4141.0,-1.36,-8.76,5152,-9.39,-4.28,4456,-2.87,军工电子Ⅱ
202,688129,东来技术,26.14,2.92,954.0,-1.36,5.67,195,1.0,3.55,343,5.28,化学制品
203,688285,高铁电气,7.18,7.78,316.0,-1.37,-1.6,2562,-5.03,-0.59,2218,-4.65,轨交设备Ⅱ
204,688575,亚辉龙,8.65,6.49,425.0,-1.37,-8.82,5162,-6.08,-6.91,5189,-8.56,医疗器械
205,688213,思特威-W,95.68,-5.23,3137.0,-1.41,-7.16,4849,-6.49,-2.62,3640,9.1,半导体
206,688369,致远互联,19.16,-0.57,1833.0,-1.44,-2.58,3059,-12.35,-2.11,3324,-10.38,软件开发
207,688282,理工导航,58.05,-0.53,1821.0,-1.44,-7.95,4996,-11.39,-10.56,5524,-16.69,航天装备Ⅱ
208,688089,嘉必优,10.89,1.02,1368.0,-1.45,-0.45,1956,-4.22,-5.45,4868,-10.15,化学制品
209,688472,阿特斯,10.78,2.74,990.0,-1.46,1.85,923,-3.75,0.7,1373,-3.66,光伏设备
210,688217,睿昂基因,20.31,1.95,1148.0,-1.46,-0.03,1748,-9.05,-0.4,2103,-12.49,医疗器械
211,688526,科前生物,11.9,-0.16,1734.0,-1.49,-10.24,5361,-3.17,-7.87,5321,-2.3,动物保健Ⅱ
212,688612,威迈斯,28.23,0.64,1453.0,-1.53,-0.22,1829,-11.0,-0.59,2217,-10.86,汽车零部件
213,688391,钜泉科技,33.99,-6.1,3388.0,-1.54,-2.82,3168,2.75,-1.49,2861,16.28,半导体
214,688322,奥比中光-W,121.07,-10.94,4289.0,-1.57,-6.62,4399,-9.47,-3.33,3719,-2.76,光学光电子
215,688139,海尔生物,24.84,-16.63,5032.0,-1.58,-7.09,4513,-6.86,-2.84,3455,-4.72,医疗器械
216,688618,三旺通信,30.79,-2.8,2453.0,-1.6,-4.86,4117,-13.41,-1.26,2693,-2.25,通信设备
217,688130,晶华微,26.8,-2.01,2234.0,-1.62,-5.52,4350,-3.25,-2.09,3317,6.05,半导体
218,688334,西高院,18.12,-3.6,2679.0,-1.63,2.51,705,-2.95,1.34,1043,1.63,专业服务
219,688758,赛分科技,19.28,-4.22,2864.0,-1.63,0.04,1669,-3.16,1.66,900,1.42,化学制药
220,688107,安路科技,43.53,-6.05,3375.0,-1.67,0.1,1642,-0.62,1.93,783,10.54,半导体
221,688750,金天钛业,16.16,-3.94,2783.0,-1.7,-3.17,3336,-10.96,-0.13,1910,-0.25,小金属
222,688536,思瑞浦,346.84,-6.95,3624.0,-1.71,1.29,1135,1.71,4.31,224,22.68,半导体
223,688468,科美诊断,5.74,20.05,33.0,-1.71,3.75,447,-2.71,4.11,239,-3.85,医疗器械
224,688265,南模生物,31.82,0.11,1599.0,-1.73,5.59,209,-0.09,5.45,109,0.82,医疗服务
225,688020,方邦股份,227.43,-1.99,2225.0,-1.74,-2.0,2778,-3.63,-0.94,2483,27.77,元件
226,688558,国盛智科,30.95,0.29,1546.0,-1.75,-1.17,2321,-9.71,1.59,936,-3.46,通用设备
227,688186,广大特材,14.51,-5.7,3271.0,-1.76,-8.61,5118,-12.11,-7.78,5310,-14.9,特钢Ⅱ
228,688512,慧智微-U,14.54,-8.72,4100.0,-1.76,-5.62,4387,-4.53,-3.04,3860,6.05,半导体
229,688193,仁度生物,53.5,-24.34,5572.0,-1.78,-0.38,1924,-4.31,2.12,716,-0.04,医疗器械
230,688113,联测科技,35.32,-2.71,2429.0,-1.78,-2.42,2972,-8.54,-0.87,2427,-5.1,专用设备
231,688252,天德钰,22.52,-6.29,3443.0,-1.79,-1.25,2363,-0.79,0.48,1521,11.54,半导体
232,688087,XD英科再,32.22,3.31,874.0,-1.8,-1.85,2693,-16.29,1.35,1041,-17.13,塑料
233,688189,ST南新,5.96,-8.19,3941.0,-1.81,-4.68,4033,-5.99,6.9,53,-0.33,化学制药
234,688105,诺唯赞,15.61,-4.65,2976.0,-1.82,0.82,1310,-0.7,1.42,1010,11.18,生物制品
235,688271,联影医疗,99.64,-13.28,4707.0,-1.83,-4.91,3829,-3.71,-4.2,4101,-11.21,医疗器械
236,688480,赛恩斯,89.99,-0.69,1883.0,-1.84,-9.0,5190,-9.59,-5.59,4912,-0.66,环境治理
237,688153,唯捷创芯,30.39,-10.25,4443.0,-1.84,-6.24,4606,-5.06,-2.32,3473,1.13,半导体
238,688310,迈得医疗,15.48,8.51,270.0,-1.84,5.16,255,-10.31,0.84,1319,-8.94,自动化设备
