序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
11,688110,东芯股份,200.0,0.14,1710.0,11.45,1.28,1159,29.52,2.68,545,57.51,半导体
289,688695,中创股份,18.52,0.1,1604.0,-2.47,-3.09,3294,-7.31,-0.85,2413,-7.68,软件开发
58,688175,高凌信息,25.17,-0.2,1743.0,3.54,-2.59,3064,-4.51,-2.65,3662,-1.14,军工电子Ⅱ
498,688692,达梦数据,232.5,-0.35,1782.0,-4.95,-4.54,3975,-14.3,-1.82,3113,-8.46,软件开发
385,688619,罗普特,15.83,-0.39,1789.0,-3.48,-1.62,2569,-7.37,-2.06,3293,-0.06,计算机设备
384,688229,博睿数据,75.06,-0.46,1797.0,-3.48,-1.01,2229,-13.43,0.33,1603,-8.53,IT服务Ⅱ
48,688120,华海清科,264.55,-0.5,1814.0,4.77,0.94,1259,16.61,1.77,846,41.67,半导体
206,688369,致远互联,19.16,-0.57,1833.0,-1.44,-2.58,3059,-12.35,-2.11,3324,-10.38,软件开发
73,688035,德邦科技,96.7,-1.02,1953.0,2.76,-3.81,3657,-6.44,-1.43,2827,9.27,电子化学品Ⅱ
404,688279,峰岹科技,201.27,-1.05,1964.0,-3.66,-2.84,3176,-3.79,1.61,922,-2.82,半导体
243,688004,博汇科技,18.45,-1.1,1979.0,-1.86,-0.36,1907,-7.75,0.82,1324,-8.3,IT服务Ⅱ
177,688291,金橙子,58.41,-1.2,1993.0,-1.0,1.05,1216,6.82,1.65,905,25.45,软件开发
503,688172,燕东微,79.77,-1.25,2008.0,-5.02,2.05,870,6.35,3.26,410,26.16,半导体
170,688562,航天软件,14.76,-1.36,2036.0,-0.87,-12.62,5503,-9.61,-9.26,5451,-8.49,IT服务Ⅱ
72,688200,华峰测控,467.4,-1.4,2048.0,2.78,3.07,580,24.64,1.3,1057,48.38,半导体
111,688396,华润微,85.59,-1.4,2050.0,1.03,0.91,1265,16.39,0.2,1681,35.9,半导体
63,688776,国光电气,57.6,-1.41,2055.0,3.37,-4.17,3811,-7.34,-1.78,3077,-1.64,军工电子Ⅱ
350,688118,普元信息,19.96,-1.44,2065.0,-3.11,-0.99,2224,-8.9,0.05,1775,-5.54,软件开发
42,688126,沪硅产业,35.0,-1.57,2091.0,5.07,-2.24,2896,8.7,-2.19,3384,7.69,半导体
225,688020,方邦股份,227.43,-1.99,2225.0,-1.74,-2.0,2778,-3.63,-0.94,2483,27.77,元件
402,688326,XD经纬恒-W,67.51,-1.99,2229.0,-3.63,-3.66,3588,-10.14,-3.7,4191,-5.71,软件开发
68,688019,安集科技,276.66,-1.99,2223.0,3.02,-0.64,2044,12.47,-0.98,2519,20.05,电子化学品Ⅱ
217,688130,晶华微,26.8,-2.01,2234.0,-1.62,-5.52,4350,-3.25,-2.09,3317,6.05,半导体
198,688362,甬矽电子,76.09,-2.08,2250.0,-1.32,0.0,1692,4.95,-0.32,2045,18.91,半导体
44,688783,西安奕材-U,54.15,-2.15,2272.0,4.94,-1.6,2558,7.46,-0.93,2467,8.82,半导体
120,688249,晶合集成,58.62,-2.23,2296.0,0.7,-0.43,1945,17.33,0.74,1357,54.63,半导体
541,688258,卓易信息,114.35,-2.34,2332.0,-5.86,-11.31,5430,-11.1,-7.71,5298,-4.55,IT服务Ⅱ
358,688002,睿创微纳,144.15,-2.39,2346.0,-3.14,-5.15,4221,-2.44,-1.12,2617,10.2,军工电子Ⅱ
28,688550,瑞联新材,51.1,-2.45,2362.0,6.86,1.26,1145,7.53,0.0,1810,10.49,电子化学品Ⅱ
4,688584,上海合晶,34.18,-2.49,2372.0,17.01,-3.01,3251,14.43,-0.78,2356,19.18,半导体
9,688272,富吉瑞,37.07,-2.53,2384.0,11.93,-5.01,4171,7.51,-6.61,5139,8.71,军工电子Ⅱ
547,688307,中润光学,75.67,-2.63,2408.0,-6.05,2.42,736,0.12,5.14,130,19.69,计算机设备
155,688381,帝奥微,51.63,-2.69,2419.0,-0.52,-1.97,2757,7.56,1.92,783,25.93,半导体
168,688552,航天南湖,27.72,-2.73,2436.0,-0.86,1.8,939,-3.55,0.3,1624,0.65,军工电子Ⅱ
