序号,代码,名称,最新价,今日排行榜-主力净占比,今日排行榜-今日排名,今日排行榜-今日涨跌,5日排行榜-主力净占比,5日排行榜-5日排名,5日排行榜-5日涨跌,10日排行榜-主力净占比,10日排行榜-10日排名,10日排行榜-10日涨跌,所属板块
550,300912,凯龙高科,23.66,-4.86,3033.0,-2.11,-6.81,4754,-13.46,-1.48,2857,-6.59,汽车零部件
551,300294,博雅生物,14.28,-15.09,5231.0,-2.12,-5.91,4486,-8.93,-6.06,5033,-14.95,生物制品
552,301310,鑫宏业,54.52,-3.59,2673.0,-2.12,-5.56,4364,16.62,-2.77,3719,76.1,汽车零部件
553,300884,狄耐克,9.67,0.79,1293.0,-2.13,-4.39,3615,-9.2,-1.48,2611,-5.93,计算机设备
554,301080,百普赛斯,44.06,-6.81,3584.0,-2.13,0.35,1518,9.09,0.11,1739,20.35,生物制品
555,300240,飞力达,5.06,-11.7,4736.0,-2.13,-2.07,2815,-6.12,0.93,1269,-6.3,物流
556,300415,伊之密,18.85,-12.24,4847.0,-2.13,-7.63,4947,-10.45,-5.72,4949,-8.41,专用设备
557,300295,*ST三六,10.08,-14.82,5207.0,-2.14,-4.05,3756,-6.06,-5.16,4793,-4.91,数字媒体
558,300765,石药创新,25.57,4.48,641.0,-2.14,3.56,448,6.76,1.6,844,6.68,化学制药
559,301632,广东建科,15.09,-12.3,4866.0,-2.14,-2.6,3066,-6.27,-1.3,2717,-10.18,专业服务
560,300752,隆利科技,13.21,-0.86,1918.0,-2.15,-5.38,4302,-8.9,-3.21,3959,0.08,光学光电子
561,300918,南山智尚,10.93,-9.87,4364.0,-2.15,-7.94,4991,-10.12,-7.03,5220,-11.71,纺织制造
562,301199,迈赫股份,17.19,-4.26,2880.0,-2.16,-2.5,3010,-8.81,-1.6,2942,-6.58,自动化设备
563,300268,佳沃食品,10.43,-10.54,4514.0,-2.16,-3.1,3301,-5.87,-4.54,4563,-9.93,农产品加工
564,300680,隆盛科技,22.14,-10.68,4533.0,-2.17,-9.54,5262,-15.37,-6.29,5081,-8.06,汽车零部件
565,300322,硕贝德,25.3,2.12,1005.0,-2.17,-1.24,2351,-17.67,-0.14,1912,-8.5,消费电子
566,301175,中科环保,4.94,-0.68,1873.0,-2.18,-9.38,5244,-5.73,-7.77,5304,-5.18,环境治理
567,300479,神思电子,13.39,-7.35,3723.0,-2.19,-4.53,3968,-7.27,-1.14,2627,-3.67,计算机设备
568,300643,万通智控,18.66,0.86,1267.0,-2.2,0.42,1344,0.76,0.14,1574,9.06,汽车零部件
569,301535,浙江华远,13.26,-2.07,2243.0,-2.21,-0.37,1916,-7.21,-1.44,2827,-7.85,汽车零部件
570,300031,宝通科技,30.1,-3.58,2681.0,-2.21,-4.32,3878,-1.7,-0.14,1922,17.35,游戏Ⅱ
571,301137,哈焊华通,33.61,0.34,1383.0,-2.21,-4.77,3768,-11.08,-2.47,3275,-5.8,通用设备
572,300148,天舟文化,3.09,-9.91,4369.0,-2.22,-3.94,3711,-4.63,-4.13,4384,-7.21,出版
573,300176,鸿特科技,4.84,-6.7,3556.0,-2.22,0.7,1372,-6.38,-1.77,3075,-10.54,汽车零部件
574,300513,恒实科技,7.03,-0.38,1786.0,-2.23,-0.96,2210,-3.96,-1.47,2845,-5.13,通信服务
575,300339,润和软件,38.15,2.43,958.0,-2.23,-3.86,3679,-5.12,-4.64,4596,-3.15,IT服务Ⅱ
576,300732,设研院,5.69,-2.2,2287.0,-2.23,-3.61,3555,-6.41,-1.98,3231,-9.39,工程咨询服务Ⅱ
577,300591,万里马,6.96,-2.89,2478.0,-2.25,4.39,346,-5.95,5.0,144,-1.14,服装家纺
578,301088,戎美股份,11.73,-20.6,5524.0,-2.25,-8.55,5107,-7.93,-5.84,4976,-10.53,服装家纺
579,300694,蠡湖股份,9.1,-5.2,3131.0,-2.26,-5.03,4175,-8.73,-1.92,3190,-8.27,汽车零部件
580,301233,盛帮股份,41.22,15.49,76.0,-2.28,6.63,134,7.65,3.92,286,9.72,汽车零部件
581,300857,协创数据,334.14,-14.27,5149.0,-2.29,-1.24,2357,20.3,3.75,308,52.97,消费电子
582,301468,博盈特焊,49.1,3.26,807.0,-2.29,1.65,992,0.43,2.32,661,-5.03,通用设备
583,300958,建工修复,10.66,4.54,626.0,-2.29,4.81,272,-6.24,2.49,558,-9.28,环境治理
584,301536,星宸科技,124.9,-4.78,3011.0,-2.31,-0.85,2145,10.88,-4.15,4394,45.32,半导体
585,301001,凯淳股份,22.02,-2.75,2442.0,-2.31,-1.17,2324,-7.01,-1.33,2743,-9.08,互联网电商
586,300684,中石科技,58.02,-4.5,2938.0,-2.32,-3.35,3432,-3.99,0.32,1606,7.62,电子化学品Ⅱ
587,300425,中建环能,3.79,-21.53,5543.0,-2.32,-5.24,4260,-3.81,0.21,1678,-7.56,环境治理
588,300514,友讯达,9.26,0.82,1282.0,-2.32,-1.18,2101,-5.8,-2.29,3177,-8.23,电网设备
589,300777,中简科技,26.09,-10.51,4506.0,-2.32,-7.2,4861,-11.26,-4.58,4579,-6.22,航空装备Ⅱ
590,301203,国泰环保,41.6,11.92,135.0,-2.32,9.46,38,-2.48,4.99,144,-7.2,环境治理
591,300032,金龙机电,3.77,-1.6,2098.0,-2.33,-2.13,2846,-7.14,-4.42,4513,-6.22,消费电子
592,300079,数码视讯,4.18,-9.07,4176.0,-2.34,-5.67,4402,-7.32,-4.61,4585,-10.87,IT服务Ⅱ
593,300945,曼卡龙,10.84,-8.62,4064.0,-2.34,-3.08,3289,-8.52,-1.55,2903,-5.98,饰品
594,300949,奥雅股份,20.43,-1.09,1972.0,-2.34,0.62,1409,-6.84,-0.44,2128,-8.75,基础建设
595,300902,国安达,15.78,-1.56,2088.0,-2.35,-5.59,4378,-12.09,-2.27,3435,9.66,专用设备
596,300459,汤姆猫,3.32,-0.41,1792.0,-2.35,-3.46,3487,-5.68,-3.91,4291,-8.54,游戏Ⅱ
597,301388,欣灵电气,23.68,-3.51,2652.0,-2.35,0.78,1328,-7.5,0.86,1309,-7.5,电网设备
598,300893,松原安全,16.19,-13.57,5065.0,-2.35,-3.34,3427,-11.77,-2.55,3604,-18.27,汽车零部件
599,300906,日月明,25.4,-1.52,2082.0,-2.35,-1.45,2471,-6.72,-1.73,3043,-5.72,通用设备
600,300157,新锦动力,3.72,-11.04,4616.0,-2.36,-4.05,3755,-8.15,-3.46,4081,-11.64,通用设备
601,300397,天和防务,14.89,7.4,354.0,-2.36,-1.93,2736,-7.0,0.41,1551,14.36,军工电子Ⅱ
602,300997,欢乐家,15.33,-1.44,2057.0,-2.36,-1.54,2517,-1.79,-3.19,3941,-4.37,饮料乳品
603,300675,建科院,12.01,-7.88,3862.0,-2.36,1.96,896,-6.32,1.72,880,-9.43,工程咨询服务Ⅱ
604,301103,何氏眼科,14.92,-3.73,2722.0,-2.36,-3.25,3383,-4.85,-2.95,3819,-7.33,医疗服务
605,300788,中信出版,23.1,-9.75,4337.0,-2.37,-4.86,4118,-6.52,-1.97,3223,-4.86,出版
606,300257,开山股份,26.64,-5.27,3148.0,-2.38,-3.34,3425,-4.72,-2.43,3531,1.91,通用设备
607,301636,泽润新能,42.2,-7.31,3711.0,-2.38,-0.62,2034,-7.37,-1.86,3147,-6.95,光伏设备
608,300963,中洲特材,12.71,-1.57,2091.0,-2.38,-3.78,3643,-10.74,-3.27,3992,-6.06,金属新材料
609,301207,华兰疫苗,15.97,-0.68,1876.0,-2.38,-2.07,2814,-3.09,-1.6,2939,-0.62,生物制品
610,300094,国联水产,2.46,-14.65,5188.0,-2.38,-8.3,5065,-7.17,-6.27,5076,-10.55,渔业
611,300239,东宝生物,5.31,-2.94,2495.0,-2.39,-0.02,1733,-2.93,0.53,1492,12.26,生物制品
612,301355,南王科技,9.41,-3.73,2721.0,-2.39,-3.95,3719,-6.83,-0.4,2100,-8.91,包装印刷
613,301489,思泉新材,172.41,3.23,814.0,-2.4,5.9,183,0.52,8.06,30,23.88,电子化学品Ⅱ
614,301066,万事利,11.78,-0.37,1783.0,-2.4,-6.9,4769,-9.24,-4.87,4688,-12.74,纺织制造
615,301439,泓淋电力,16.26,1.18,1203.0,-2.4,-2.61,2799,-5.74,0.37,1449,-5.47,电网设备
616,301551,无线传媒,19.95,-9.29,4226.0,-2.4,-2.93,3212,-3.95,-1.86,3145,-3.53,电视广播Ⅱ
617,300614,百川畅银,9.77,-7.74,3826.0,-2.4,-3.53,3520,-10.28,1.73,871,-11.1,环境治理
618,301515,港通医疗,17.47,-2.62,2402.0,-2.4,-8.76,5151,-9.9,-3.66,4177,-14.19,医疗器械
619,300559,佳发教育,10.5,0.89,1268.0,-2.42,-1.01,2020,-6.17,-2.42,3246,0.1,软件开发
620,300092,科新机电,11.65,-1.76,2156.0,-2.43,2.3,784,-8.98,2.54,581,-8.84,专用设备
621,300482,万孚生物,17.24,-6.17,3412.0,-2.43,-3.17,3333,-10.9,-0.26,1996,-9.02,医疗器械
622,300215,电科院,6.43,-9.22,4212.0,-2.43,-4.31,3867,-6.4,-2.29,3451,-5.02,专业服务
623,300272,开能健康,5.23,-13.33,5027.0,-2.43,-3.57,3534,-10.29,-1.27,2699,-6.61,小家电
624,300422,博世科,4.41,5.62,479.0,-2.43,-0.11,1611,-7.93,-0.08,1717,-10.18,环境治理
625,301335,天元宠物,19.63,-4.57,2963.0,-2.44,-2.74,3135,-5.17,-1.28,2705,-5.17,文娱用品
626,301010,晶雪节能,16.39,-0.08,1719.0,-2.44,1.06,1212,-4.88,-0.31,2039,-10.34,装修建材
627,301192,泰祥股份,19.19,-5.55,3226.0,-2.44,-4.18,3816,-8.49,-2.14,3355,-7.96,汽车零部件
628,301598,博科测试,49.67,-8.06,3909.0,-2.45,-4.87,4123,-7.68,-2.01,3259,-2.8,专用设备
629,301021,英诺激光,132.47,-8.49,4030.0,-2.46,-1.46,2472,6.54,-0.37,2079,57.14,自动化设备
630,300150,世纪瑞尔,3.96,-10.99,4604.0,-2.46,4.84,287,-4.35,3.64,325,-1.74,IT服务Ⅱ
631,300141,和顺电气,9.52,-2.07,2242.0,-2.46,-1.46,2475,-6.85,-1.64,2968,-6.76,电网设备
632,301086,鸿富瀚,208.5,-7.74,3827.0,-2.47,-5.94,4494,-2.11,-0.05,1855,32.3,消费电子
633,301158,德石股份,13.44,-6.69,3552.0,-2.47,-4.96,4146,-9.86,-2.28,3443,-7.5,专用设备
634,300770,新媒股份,32.03,-22.79,5561.0,-2.47,-12.99,5517,-5.12,-7.34,5253,-5.35,电视广播Ⅱ
635,300063,天龙集团,8.66,-5.72,3278.0,-2.48,-6.22,4594,-8.36,-4.61,4584,-5.87,广告营销
636,300173,ST福能,3.15,-19.02,5470.0,-2.48,-16.46,5584,-12.74,-10.59,5526,-11.52,电池
637,301126,达嘉维康,8.65,4.06,696.0,-2.48,2.27,721,-6.59,0.84,1211,-9.42,医药商业
638,300875,捷强装备,28.53,-8.27,3972.0,-2.49,-4.61,4002,-7.01,-6.17,5055,-11.62,地面兵装Ⅱ
639,300995,奇德新材,27.06,-7.42,3739.0,-2.49,-4.48,3949,-10.55,-3.6,4160,-9.26,塑料
640,301658,首航新能,26.13,2.66,908.0,-2.5,-2.8,3155,-10.7,-1.72,3029,-10.7,光伏设备
641,300856,科思股份,10.51,-5.63,3252.0,-2.5,-1.46,2474,-4.8,-2.66,3667,-11.98,化妆品
642,300360,炬华科技,11.69,-9.83,4351.0,-2.5,-2.43,2973,-3.79,-4.74,4636,-5.88,电网设备
643,300822,贝仕达克,11.67,-1.19,1992.0,-2.51,-2.71,3118,-9.46,-1.32,2732,-8.9,消费电子
644,301503,智迪科技,27.17,-1.98,2217.0,-2.51,-2.71,3121,-6.12,0.19,1694,-9.1,计算机设备
645,300713,英可瑞,12.75,-6.62,3535.0,-2.52,-0.61,2031,-8.67,1.48,983,-5.7,其他电源设备Ⅱ
646,300503,昊志机电,77.67,-9.5,4283.0,-2.52,-5.98,4507,-12.02,-3.38,4037,-2.68,通用设备
647,300523,辰安科技,18.15,-0.53,1820.0,-2.52,-3.36,3443,-8.61,-2.33,3484,-5.67,IT服务Ⅱ
648,300955,嘉亨家化,35.97,-8.73,4108.0,-2.52,-7.74,4966,-10.16,-5.14,4790,-12.33,化妆品
649,300286,安科瑞,25.06,5.44,495.0,-2.53,4.29,331,-10.79,2.45,567,-7.87,电网设备
650,300071,福石控股,3.47,-4.54,2948.0,-2.53,-6.34,4634,-8.68,-5.56,4895,-7.96,广告营销
651,300735,光弘科技,21.95,-0.95,1941.0,-2.53,1.22,1161,-5.35,4.61,190,17.57,消费电子
652,300760,迈瑞医疗,134.66,-2.51,2379.0,-2.53,-1.88,2706,-3.82,-1.34,2749,-8.32,医疗器械
653,300112,万讯自控,6.17,-7.36,3727.0,-2.53,-0.03,1743,-6.23,-1.22,2672,-8.59,通用设备
654,301108,洁雅股份,25.0,7.8,314.0,-2.53,0.86,1291,-2.53,1.68,892,6.38,个护用品
655,300826,测绘股份,14.57,-15.27,5241.0,-2.54,-0.19,1818,-3.0,0.04,1783,4.15,工程咨询服务Ⅱ
656,300920,润阳科技,35.34,-1.69,2136.0,-2.54,-2.23,2891,-9.66,-4.12,4380,-8.11,塑料
657,300533,冰川网络,16.03,-3.02,2522.0,-2.55,5.8,188,11.63,2.22,682,8.24,游戏Ⅱ
658,301329,信音电子,24.5,-5.03,3085.0,-2.55,-5.47,4338,-6.52,-4.52,4554,1.16,消费电子
659,301369,联动科技,226.63,-11.72,4745.0,-2.56,-0.33,1888,2.45,1.52,969,23.51,半导体
660,300743,天地数码,15.23,-4.5,2941.0,-2.56,1.29,1137,-4.27,0.73,1362,-5.34,计算机设备
661,300587,天铁科技,3.8,-10.85,4573.0,-2.56,-18.04,5595,-15.93,-14.65,5592,-17.57,橡胶
662,300642,透景生命,11.82,5.28,522.0,-2.56,1.26,1038,-5.97,1.02,1107,-6.56,医疗器械
663,300417,南华仪器,10.25,1.94,1042.0,-2.57,1.88,914,-7.07,2.79,512,-10.09,通用设备
664,300163,先锋新材,5.68,-1.68,2129.0,-2.57,-2.0,2776,-9.7,-1.68,2995,-10.27,化学制品
665,300725,药石科技,33.7,-9.02,4161.0,-2.57,-0.33,1888,1.48,-0.93,2474,7.84,医疗服务
666,300492,华图山鼎,34.05,-5.4,3183.0,-2.58,0.98,1241,-5.89,-0.25,1992,-5.36,工程咨询服务Ⅱ
667,301500,飞南资源,26.79,5.07,557.0,-2.58,2.43,663,-3.39,2.14,649,9.48,环境治理
668,300107,建新股份,5.66,-8.5,4033.0,-2.58,-2.34,2938,-5.19,-0.19,1952,-3.9,化学制品
669,300194,福安药业,3.37,-8.39,4002.0,-2.6,-5.29,4272,-3.71,-5.54,4892,-4.53,化学制药
670,300778,新城市,8.99,-3.26,2587.0,-2.6,-2.29,2920,-8.73,-1.39,2799,-13.81,工程咨询服务Ⅱ
671,300168,万达信息,4.49,1.71,1086.0,-2.6,-3.62,3561,-6.85,-0.27,2005,-5.07,IT服务Ⅱ
672,300296,利亚德,5.59,-5.52,3216.0,-2.61,-12.49,5497,-16.82,-8.6,5390,-14.0,光学光电子
673,300648,星云股份,41.02,-2.26,2306.0,-2.61,-5.84,4463,-13.33,-2.71,3686,-10.34,电池
674,300405,科隆股份,5.22,-3.74,2728.0,-2.61,-1.93,2741,-7.94,-1.58,2924,-11.97,化学制品
675,300062,中能电气,5.59,-4.33,2899.0,-2.61,-5.58,4371,-8.06,-5.74,4957,-7.3,电网设备
676,301508,中机认检,23.08,-24.92,5584.0,-2.62,-9.7,5291,-9.13,-2.47,3565,-7.83,专业服务
677,300917,特发服务,24.5,6.24,452.0,-2.62,0.57,1430,-4.03,-1.47,2845,-6.17,房地产服务
678,300298,三诺生物,13.69,-6.12,3397.0,-2.63,-4.74,4061,-4.2,-2.55,3603,-5.52,医疗器械
679,300552,万集科技,22.97,-6.3,3450.0,-2.63,-4.35,3890,-13.48,-3.86,4271,-14.13,计算机设备
680,301011,华立科技,14.46,-4.54,2950.0,-2.63,-4.24,3844,-6.29,-3.21,3961,-5.98,文娱用品
681,301062,上海艾录,5.93,-3.44,2639.0,-2.63,3.15,561,-3.89,3.31,400,-2.95,包装印刷
682,300771,智莱科技,10.37,-16.09,5315.0,-2.63,-8.04,5018,-8.71,-3.27,3995,-5.56,计算机设备
683,300957,贝泰妮,30.36,-6.63,3537.0,-2.63,-4.71,4049,-8.77,-0.89,2440,-7.83,化妆品
684,300299,富春股份,4.81,-10.98,4600.0,-2.63,-3.32,3410,-5.5,-5.46,4870,-6.42,游戏Ⅱ
685,300463,迈克生物,8.15,-11.03,4614.0,-2.63,-1.64,2577,-2.86,0.17,1701,-4.68,医疗器械
686,300291,百纳千成,4.79,-5.83,3313.0,-2.64,-4.36,3893,-5.15,-4.28,4452,-9.11,影视院线
687,300867,圣元环保,17.71,-3.4,2632.0,-2.64,-3.18,3341,-10.01,-2.64,3655,-6.54,环境治理
688,300043,星辉娱乐,4.06,-9.5,4282.0,-2.64,-5.55,4362,-3.1,-6.66,5148,-8.76,游戏Ⅱ
689,300423,昇辉科技,5.5,-0.76,1898.0,-2.65,1.48,1041,-5.34,0.71,1369,-5.5,电网设备
690,301027,华蓝集团,19.82,12.68,123.0,-2.65,2.9,619,-0.5,2.8,509,6.96,工程咨询服务Ⅱ
691,300589,江龙船艇,11.76,-6.29,3446.0,-2.65,-5.7,4422,-7.84,-2.87,3765,-6.74,航海装备Ⅱ
692,300866,安克创新,106.45,-5.3,3154.0,-2.65,-2.91,3208,-9.1,-0.72,2309,-4.95,消费电子
693,301568,思泰克,118.98,-2.03,2233.0,-2.65,-1.81,2671,0.67,0.43,1542,41.22,自动化设备
694,300956,英力股份,11.33,-4.19,2860.0,-2.66,-1.12,2297,-9.86,-2.34,3489,-7.13,消费电子
695,300941,创识科技,13.89,-6.84,3599.0,-2.66,-1.79,2659,-6.9,-1.84,3126,-5.64,计算机设备
696,301529,福赛科技,89.75,-2.84,2466.0,-2.66,-3.66,3590,-13.06,-4.09,4371,-16.47,汽车零部件
697,300898,熊猫乳品,18.67,-1.81,2175.0,-2.66,-2.68,3104,-4.35,-2.9,3787,-5.8,饮料乳品
698,300448,浩云科技,5.83,0.15,1436.0,-2.67,-4.7,3738,-14.64,-3.76,3915,-14.26,IT服务Ⅱ
699,301380,挖金客,26.56,-1.07,1965.0,-2.67,-1.09,2283,-8.48,-1.05,2571,-8.07,通信服务
700,301260,格力博,13.47,-10.87,4578.0,-2.67,-7.32,4885,-12.59,-4.56,4572,-11.32,专用设备
701,301559,中集环科,12.34,-19.65,5500.0,-2.68,-8.85,5164,-7.22,-3.56,4136,-6.37,通用设备
702,301025,读客文化,7.99,-2.73,2435.0,-2.68,-1.86,2700,-7.95,-1.61,2949,-10.43,出版
703,301397,溯联股份,30.82,-1.39,2046.0,-2.68,0.63,1404,-7.45,0.58,1456,2.32,汽车零部件
704,301206,三元生物,22.49,-1.76,2157.0,-2.68,0.26,1558,-5.27,-0.73,2316,-3.97,化学制品
705,301065,本立科技,17.71,-10.96,4596.0,-2.69,-0.74,2097,-4.06,-0.39,2096,-6.54,化学制药
706,300834,星辉环材,44.45,-3.71,2710.0,-2.69,-1.65,2583,-5.45,2.41,619,-1.48,塑料
707,301201,诚达药业,36.48,0.46,1359.0,-2.69,6.46,137,2.13,4.12,236,10.05,医疗服务
708,300413,芒果超媒,14.48,-14.29,5139.0,-2.69,-6.36,4634,-6.82,-5.0,4738,-7.65,数字媒体
709,300837,浙矿股份,24.28,-7.14,3671.0,-2.69,-2.97,3231,-7.47,0.28,1639,-6.9,专用设备
710,301656,联合动力,17.02,-6.37,3472.0,-2.69,-3.3,3404,-8.84,3.38,381,5.71,汽车零部件
711,300932,三友联众,8.3,-4.48,2931.0,-2.7,-9.3,5234,-9.09,-3.93,4304,-0.95,电网设备
712,300529,健帆生物,15.08,-8.63,4080.0,-2.71,-5.69,4416,-3.95,-0.94,2485,-8.61,医疗器械
713,300711,广哈通信,16.16,-7.17,3678.0,-2.71,-3.79,3649,-9.21,-3.24,3979,-8.44,通信设备
714,300453,三鑫医疗,8.98,-4.16,2850.0,-2.71,0.11,1637,-4.47,-0.8,2372,-2.29,医疗器械
715,301262,海看股份,18.33,-13.7,5085.0,-2.71,-5.48,4339,-6.57,-5.24,4819,-5.42,广告营销
716,300374,中铁装配,10.4,-11.0,4607.0,-2.71,-4.36,3895,-10.42,-1.21,2666,-8.77,基础建设
717,300651,金陵体育,17.86,-8.26,3975.0,-2.72,-7.98,5003,-10.88,-6.91,5190,-15.4,文娱用品
718,300539,横河精密,20.35,-10.19,4430.0,-2.72,-8.32,5068,-8.25,-6.7,5154,-8.29,塑料
719,300110,华仁药业,2.49,-13.97,5118.0,-2.73,-4.17,3809,-3.86,-1.81,3098,-3.49,化学制药
720,300445,康斯特,20.62,-7.45,3747.0,-2.74,-4.32,3874,-11.77,-2.89,3778,-9.48,通用设备
721,301170,锡南科技,21.66,1.37,1161.0,-2.74,2.02,794,-6.6,1.72,804,-9.07,汽车零部件
722,300300,海峡创新,7.8,-4.37,2904.0,-2.74,-1.58,2542,-6.81,-4.98,4732,-8.24,IT服务Ⅱ
723,300831,ST派瑞,21.18,-10.31,4456.0,-2.75,-3.64,3573,7.35,-1.8,3090,17.15,半导体
724,301533,威马农机,23.63,1.07,1225.0,-2.76,1.0,1116,-6.08,0.78,1234,-8.09,专用设备
725,300451,创业慧康,3.16,-13.18,5002.0,-2.77,-6.57,4695,-8.67,-3.42,4060,-10.48,软件开发
726,301237,和顺科技,72.16,-3.95,2784.0,-2.78,2.31,781,2.43,1.86,811,14.58,塑料
727,300528,幸福蓝海,12.96,-7.5,3756.0,-2.78,-2.01,2784,-9.87,-1.93,3196,-5.4,影视院线
728,300838,浙江力诺,12.6,-0.66,1870.0,-2.78,-3.28,3398,-11.95,-0.97,2516,-13.7,通用设备
729,300381,溢多利,5.59,-4.17,2852.0,-2.78,0.4,1502,-5.09,-0.43,2118,-1.93,化学制药
730,300315,掌趣科技,3.83,-9.05,4170.0,-2.79,-7.06,4815,-4.25,-7.72,5298,-5.9,游戏Ⅱ
731,300314,戴维医疗,9.07,4.28,660.0,-2.79,4.27,334,-6.01,4.15,233,-4.63,医疗器械
732,300791,仙乐健康,16.03,-7.84,3851.0,-2.79,-0.76,2107,-2.55,-0.3,2030,-2.79,食品加工
733,300828,锐新科技,18.82,-8.25,3967.0,-2.79,-0.88,2160,-12.95,-0.03,1847,4.91,通用设备
734,300645,正元智慧,11.84,-1.22,2000.0,-2.79,0.74,1348,-6.85,0.35,1587,-9.2,计算机设备
735,301368,丰立智能,39.4,-10.35,4469.0,-2.79,-2.51,3017,-11.26,-2.76,3715,-11.62,通用设备
736,301601,惠通科技,15.6,-4.39,2909.0,-2.8,-1.34,2410,-8.88,-2.14,3354,-12.06,专用设备
737,300427,红相股份,6.58,-1.05,1963.0,-2.81,-1.49,2494,-6.13,-2.27,3430,-3.52,电网设备
738,301198,喜悦智行,13.15,-2.33,2327.0,-2.81,0.51,1453,-7.72,0.53,1496,-9.75,包装印刷
739,301386,未来电器,20.39,5.65,475.0,-2.81,2.7,609,-2.86,3.6,316,-2.67,电网设备
740,301638,南网数字,23.78,-11.23,4647.0,-2.82,-8.22,5056,-10.06,-1.19,2657,1.23,IT服务Ⅱ
741,300077,国民技术,28.21,-2.84,2465.0,-2.82,2.18,828,20.92,1.65,903,25.04,半导体
742,300138,晨光生物,8.96,-13.34,5029.0,-2.82,-8.66,5139,-7.72,-5.89,4992,-6.67,农产品加工
743,300972,万辰集团,166.16,-9.83,4353.0,-2.83,-4.72,4056,-5.08,-0.65,2268,-9.2,休闲食品
744,301149,隆华新材,10.62,-9.87,4362.0,-2.84,-6.23,4604,-10.08,-3.01,3846,-7.73,化学制品
745,300456,赛微电子,39.5,-7.53,3765.0,-2.85,-8.16,5043,-7.75,-5.22,4808,-1.13,半导体
746,300968,格林精密,9.89,-7.24,3696.0,-2.85,-1.69,2604,-8.43,-1.52,2886,-3.61,消费电子
747,300181,佐力药业,12.9,-5.97,3358.0,-2.86,1.63,995,0.55,-1.16,2636,-1.38,中药Ⅱ
748,301602,超研股份,13.92,-6.36,3468.0,-2.86,-1.85,2696,-6.26,-0.88,2430,-4.2,医疗器械
749,300942,易瑞生物,5.78,-3.88,2766.0,-2.86,-0.19,1818,-5.56,-0.19,1956,-6.62,医疗器械
750,300590,移为通信,14.19,-2.12,2261.0,-2.87,0.06,1657,-9.1,-0.55,2192,-1.18,通信设备
751,300213,佳讯飞鸿,6.1,-9.33,4239.0,-2.87,-13.04,5519,-10.29,-9.64,5475,-8.55,通信设备
752,301169,零点有数,72.84,-5.39,3180.0,-2.88,-2.28,2916,-7.33,1.61,923,-1.07,专业服务
753,300598,诚迈科技,28.22,-5.96,3354.0,-2.89,-5.91,4485,-7.96,-5.61,4915,-8.61,软件开发
754,301261,恒工精密,77.06,-4.85,3029.0,-2.9,-6.04,4532,-15.23,-2.92,3800,-8.59,通用设备
755,301608,博实结,50.25,0.82,1283.0,-2.9,-4.06,3464,-7.87,1.04,1098,3.4,计算机设备
756,300015,爱尔眼科,8.04,-10.41,4475.0,-2.9,-0.06,1765,-2.78,-2.04,3274,-4.4,医疗服务
757,301278,快可电子,28.65,-6.36,3469.0,-2.91,-4.41,3920,-9.51,-4.53,4557,-10.36,光伏设备
758,301055,张小泉,45.3,10.43,188.0,-2.91,2.61,690,16.27,2.7,536,43.95,家居用品
759,300894,火星人,10.66,-2.83,2464.0,-2.91,-3.82,3662,-11.46,-0.07,1868,-6.33,厨卫电器
760,300937,药易购,19.27,0.37,1377.0,-2.92,-2.52,2756,-6.5,-2.95,3525,-9.27,医药商业
761,300605,恒锋信息,9.29,-6.69,3551.0,-2.93,-2.5,3008,-7.75,-2.12,3334,-8.65,软件开发
762,301289,国缆检测,47.36,3.64,749.0,-2.93,1.29,1029,-5.47,1.64,830,1.65,专业服务
763,300927,江天化学,22.2,-3.42,2635.0,-2.93,-3.77,3640,-2.97,-1.17,2644,-11.27,化学原料
764,300134,大富科技,8.9,-2.4,2349.0,-2.94,-1.57,2539,-11.18,-4.04,4354,-7.87,通信设备
765,300878,维康药业,33.39,6.82,400.0,-2.94,0.03,1673,9.48,0.95,1256,10.93,中药Ⅱ
766,300078,思创智联,2.96,-13.97,5117.0,-2.95,-3.99,3736,-6.92,-4.13,4383,-5.73,IT服务Ⅱ
767,300627,华测导航,27.98,-4.88,3037.0,-2.95,-2.39,2959,-4.44,-3.21,3958,-7.2,通信设备
768,300961,深水海纳,14.14,-2.73,2433.0,-2.95,7.16,104,30.56,6.34,68,28.2,环境治理
769,300462,ST华铭,9.85,-5.14,3125.0,-2.96,-9.7,5292,-11.58,-3.14,3918,-9.05,计算机设备
770,300452,山河药辅,11.46,-1.31,2019.0,-2.96,2.3,786,-3.78,1.4,1020,-3.86,化学制药
771,300365,恒华科技,4.59,2.38,966.0,-2.96,-0.86,2152,-9.47,2.64,551,-2.34,软件开发
772,300597,吉大通信,7.22,-4.52,2942.0,-2.96,1.0,1235,-7.44,2.07,730,-8.72,通信服务
773,300783,三只松鼠,15.74,-13.35,5032.0,-2.96,-3.37,3450,-3.79,-4.83,4674,-6.03,休闲食品
774,300896,爱美客,86.32,-4.9,3047.0,-2.96,-3.1,3302,-5.52,-3.98,4333,-6.72,医疗美容
775,300810,中科海讯,25.25,-5.79,3302.0,-2.96,1.76,954,-3.0,2.45,612,3.1,航海装备Ⅱ
776,300119,瑞普生物,14.38,-8.08,3912.0,-2.97,-8.3,5068,-5.39,-5.88,4989,-4.64,动物保健Ⅱ
777,300030,阳普医疗,5.88,-5.8,3306.0,-2.97,0.25,1560,-5.47,-0.66,2274,-7.69,医疗器械
